"5171",IN_7_3-y:y-S1_0,25646300,52900
"5171",y-S1_0:y-S2_0,25699200,1300
"5171",y-S2_0:y-S3_0,25700500,1300
"7929",IN_5_0:IN_5_3-x,38811200,35500
"7929",IN_5_3-x:IN_6_3-x,38846700,7400
"7929",IN_6_3-x:IN_7_3-y,38854100,11600
"7929",IN_7_3-y:y-S1_0,38865700,52900
"8027",IN_5_0:IN_5_3-x,39313900,33400
"8027",IN_5_3-x:IN_6_3-x,39347300,7400
"8027",IN_6_3-x:IN_7_3-y,39354700,11600
"3127",IN_2_0:IN_2_3-x,15288600,230000
"3127",IN_2_3-x:IN_3_3-x,15518600,2900
"3127",IN_3_3-x:IN_4_3-x,15521500,2200
"3127",IN_4_3-x:IN_5_3-x,15523700,156300
"3127",IN_5_3-x:IN_6_3-x,15680000,7500
"3127",IN_6_3-x:IN_7_3-y,15687500,11600
"9225",IN_1_0:IN_1_3-x,45085700,63000
"9225",IN_1_3-x:IN_2_3-x,45148700,2100
"9225",IN_2_3-x:IN_3_3-x,45150800,3000
"9225",IN_3_3-x:IN_4_3-x,45153800,2200
"9225",IN_4_3-x:IN_5_3-x,45156000,56300
"9225",IN_5_3-x:IN_6_3-x,45212300,7500
"9225",IN_6_3-x:IN_7_3-y,45219800,11600
"9358",IN_1_0:IN_1_3-x,45746600,63000
"9358",IN_1_3-x:IN_2_3-x,45809600,2100
"9358",IN_2_3-x:IN_3_3-x,45811700,3000
"9358",IN_3_3-x:IN_4_3-x,45814700,2200
"9358",IN_4_3-x:IN_5_3-x,45816900,56300
"9358",IN_5_3-x:IN_6_3-x,45873200,7500
"9358",IN_6_3-x:IN_7_3-y,45880700,11600
"419",IN_1_0:IN_1_3-x,2018800,63000
"419",IN_1_3-x:IN_2_3-x,2081800,2100
"419",IN_2_3-x:IN_3_3-x,2083900,3000
"419",IN_3_3-x:IN_4_3-x,2086900,2200
"419",IN_4_3-x:IN_5_3-x,2089100,56300
"419",IN_5_3-x:IN_6_3-x,2145400,7500
"419",IN_6_3-x:IN_7_3-y,2152900,11600
"419",IN_7_3-y:y-S1_0,2164500,52900
"419",y-S1_0:z-x,2217400,98400
"419",z-x:IN_1_3-x,2315800,8800
"419",IN_1_3-x:IN_2_3-x,2324600,2200
"419",IN_2_3-x:IN_3_3-x,2326800,3000
"419",IN_3_3-x:IN_4_3-x,2329800,2200
"419",IN_4_3-x:IN_5_3-x,2332000,56300
"419",IN_5_3-x:IN_6_3-x,2388300,7500
"419",IN_6_3-x:IN_7_3-y,2395800,11600
"419",IN_7_3-y:y-S1_0,2407400,52900
"419",y-S1_0:y-S2_0,2460300,1300
"419",y-S2_0:y-S3_0,2461600,1300
"4324",IN_4_0:IN_4_3-x,21221200,28900
"4324",IN_4_3-x:IN_5_3-x,21250100,56200
"4324",IN_5_3-x:IN_6_3-x,21306300,7500
"4324",IN_6_3-x:IN_7_3-y,21313800,11600
"4457",IN_4_0:IN_4_3-x,21863400,27600
"4457",IN_4_3-x:IN_5_3-x,21891000,56200
"4457",IN_5_3-x:IN_6_3-x,21947200,7500
"4457",IN_6_3-x:IN_7_3-y,21954700,11600
"191",IN_3_0:IN_3_3-x,978300,22300
"191",IN_3_3-x:IN_4_3-x,1000600,2100
"191",IN_4_3-x:IN_5_3-x,1002700,56300
"191",IN_5_3-x:IN_6_3-x,1059000,7500
"191",IN_6_3-x:IN_7_3-y,1066500,11600
"5172",IN_6_0:IN_6_3-x,25300500,27200
"5172",IN_6_3-x:IN_7_3-y,25327700,11500
"8159",IN_2_0:IN_2_3-x,39929800,231200
"8159",IN_2_3-x:IN_3_3-x,40161000,2900
"8159",IN_3_3-x:IN_4_3-x,40163900,2200
"8159",IN_4_3-x:IN_5_3-x,40166100,56300
"8159",IN_5_3-x:IN_6_3-x,40222400,7500
"8159",IN_6_3-x:IN_7_3-y,40229900,11600
"3126",IN_7_0:IN_7_3-y,15288600,24900
"3126",IN_7_3-y:y-S1_0,15313500,52800
"3126",y-S1_0:y-S2_0,15366300,1300
"3126",y-S2_0:z-x,15367600,101200
"3126",z-x:IN_1_3-x,15468800,8800
"3126",IN_1_3-x:IN_2_3-x,15477600,2200
"3126",IN_2_3-x:IN_3_3-x,15479800,3000
"3126",IN_3_3-x:IN_4_3-x,15482800,2200
"3126",IN_4_3-x:IN_5_3-x,15485000,56300
"3126",IN_5_3-x:IN_6_3-x,15541300,107500
"3126",IN_6_3-x:IN_7_3-y,15648800,11600
"3126",IN_7_3-y:y-S1_0,15660400,52900
"3126",y-S1_0:y-S2_0,15713300,1300
"3126",y-S2_0:y-S3_0,15714600,1300
"8026",IN_2_0:IN_2_3-x,39313900,230000
"8026",IN_2_3-x:IN_3_3-x,39543900,2900
"8026",IN_3_3-x:IN_4_3-x,39546800,2200
"8026",IN_4_3-x:IN_5_3-x,39549000,56300
"8026",IN_5_3-x:IN_6_3-x,39605300,7500
"8026",IN_6_3-x:IN_7_3-y,39612800,11600
"3259",IN_7_0:IN_7_3-y,15949500,21800
"3259",IN_7_3-y:y-S1_0,15971300,99500
"3259",y-S1_0:y-S2_0,16070800,1300
"3259",y-S2_0:z-x,16072100,100900
"3259",z-x:IN_1_3-x,16173000,8800
"3259",IN_1_3-x:IN_2_3-x,16181800,2200
"3259",IN_2_3-x:IN_3_3-x,16184000,3000
"3259",IN_3_3-x:IN_4_3-x,16187000,2200
"3259",IN_4_3-x:IN_5_3-x,16189200,56300
"3259",IN_5_3-x:IN_6_3-x,16245500,7500
"3259",IN_6_3-x:IN_7_3-y,16253000,11600
"3259",IN_7_3-y:y-S1_0,16264600,52900
"3259",y-S1_0:y-S2_0,16317500,1300
"3259",y-S2_0:y-S3_0,16318800,1300
"4323",IN_1_0:IN_1_3-x,21172500,63000
"4323",IN_1_3-x:IN_2_3-x,21235500,2100
"4323",IN_2_3-x:IN_3_3-x,21237600,3000
"4323",IN_3_3-x:IN_4_3-x,21240600,2200
"4323",IN_4_3-x:IN_5_3-x,21242800,56300
"4323",IN_5_3-x:IN_6_3-x,21299100,7500
"4323",IN_6_3-x:IN_7_3-y,21306600,11600
"9224",IN_5_0:IN_5_3-x,45085700,33400
"9224",IN_5_3-x:IN_6_3-x,45119100,7400
"9224",IN_6_3-x:IN_7_3-y,45126500,11600
"9357",IN_5_0:IN_5_3-x,45746600,35900
